Row ID,Order ID,Order Date,,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,City1,City2,State1,State2,region1,49,the number of states 
4934,CA-2015-106978,9/28/2015,,10/4/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002012,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.08,2,0.7,-0.792,Jacksonville,,Ohio,,,,
977,US-2017-100209,7/9/2017,,7/15/2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Portland,Oregon,97206,West,OFF-BI-10002012,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.08,2,0.7,-0.792,Loveland,,Tennessee,,,,
988,CA-2015-146829,3/10/2015,,3/10/2015,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004022,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.112,2,0.8,-1.8904,Auburn,,Maryland,,,,
2606,CA-2014-112718,12/16/2014,,12/21/2014,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10000591,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.167,1,0.7,-0.8558,San Antonio,,North Carolina,,,,
1686,CA-2017-149489,4/24/2017,,4/27/2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002813,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.188,2,0.7,-0.99,Seattle,,Georgia,,,,
4875,CA-2017-164042,5/23/2017,,5/27/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001922,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.188,1,0.8,-1.9602,Tampa,,Wisconsin,,,,
6090,US-2017-162068,12/28/2017,,12/31/2017,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Loveland,Colorado,80538,West,OFF-BI-10002813,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.188,2,0.7,-0.99,Arlington,,Indiana,,,,
1113,US-2016-110156,11/19/2016,,11/24/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002609,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.192,2,0.8,-2.0264,Abilene,,Vermont,,,,
3326,CA-2014-165309,11/11/2014,,11/15/2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001267,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.234,1,0.8,-1.9744,Phoenix,,Michigan,,,,
5207,CA-2015-102015,9/12/2015,,9/18/2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-FA-10000490,Office Supplies,Fasteners,Bush Somerset Collection Bookcase,1.24,1,0,0.5828,Bryan,,Rhode Island,,,,
8966,CA-2017-106691,11/6/2017,,11/12/2017,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000145,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.248,2,0.8,-1.9344,San Jose,,North Dakota,,,,
76,US-2017-118038,12/9/2017,,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.248,3,0.8,-1.9344,Toledo,,Kentucky,,,,
2347,CA-2016-159373,3/13/2016,,3/18/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10004141,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.272,2,0.8,-2.1624,Mcallen,,Virginia,,,,
7118,CA-2014-143168,10/18/2014,,10/23/2014,Second Class,IG-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003784,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.344,1,0.2,0.4704,Memphis,,South Dakota,,,,
9383,CA-2014-154158,12/23/2014,,12/27/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-AR-10001868,Office Supplies,Art,Bush Somerset Collection Bookcase,1.344,1,0.2,0.504,Pasadena,,Massachusetts,,,,
3767,CA-2016-163153,3/21/2016,,3/25/2016,Standard Class,DM-12955,Dario Medina,Corporate,United States,Houston,Texas,77036,Central,OFF-AR-10001868,Office Supplies,Art,Bush Somerset Collection Bookcase,1.344,1,0.2,0.504,Baltimore,,Idaho,,,,
2428,CA-2016-169922,6/11/2016,,6/17/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10003784,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.344,4,0.8,-2.1504,Troy,,Delaware,,,,
5857,CA-2015-112214,8/5/2015,,8/11/2015,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10002982,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.362,1,0.8,-2.1792,Peoria,,Oklahoma,,,,
6598,CA-2014-169257,6/6/2014,,6/12/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002557,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.365,1,0.7,-0.91,Fort Worth,,Connecticut,,,,
6990,CA-2017-165099,12/11/2017,,12/13/2017,First Class,DK-13375,Dennis Kane,Consumer,United States,Abilene,Texas,79605,Central,OFF-AP-10001634,Office Supplies,Appliances,Bush Somerset Collection Bookcase,1.392,2,0.8,-3.7584,Rockford,,Alabama,,,,
7357,CA-2016-114748,10/9/2016,,10/14/2016,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AR-10001315,Office Supplies,Art,Bush Somerset Collection Bookcase,1.408,1,0.2,0.1584,New York City,,Nevada,,,,
9225,CA-2017-121160,11/4/2017,,11/4/2017,Same Day,FM-14290,Frank Merwin,Home Office,United States,Bryan,Texas,77803,Central,OFF-BI-10003094,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.408,2,0.8,-2.3232,Brownsville,,Minnesota,,,,
2214,CA-2017-129378,10/1/2017,,10/2/2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002012,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.44,1,0.2,0.504,Burlington,,New Jersey,,,,
1066,CA-2015-161263,4/16/2015,,4/21/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-FA-10003059,Office Supplies,Fasteners,Bush Somerset Collection Bookcase,1.448,1,0.2,0.2353,Roswell,,Louisiana,,,,
4782,CA-2014-159310,11/7/2014,,11/12/2014,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000201,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.476,3,0.8,-2.214,Madison,,New Mexico,,,,
9305,US-2015-163433,4/18/2015,,4/22/2015,Second Class,MP-17965,Michael Paige,Corporate,United States,Mcallen,Texas,78501,Central,OFF-BI-10000320,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.476,1,0.8,-2.2878,Santa Barbara,,Arkansas,,,,
3214,CA-2016-132409,5/26/2016,,6/1/2016,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001919,Office Supplies,Art,Bush Somerset Collection Bookcase,1.504,1,0.2,0.1692,Elyria,,Utah,,,,
8723,CA-2016-120824,6/12/2016,,6/16/2016,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-BI-10001525,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.524,2,0.8,-2.667,Miami,,Nebraska,,,,
7495,US-2017-160836,9/11/2017,,9/16/2017,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001626,Office Supplies,Appliances,Bush Somerset Collection Bookcase,1.556,2,0.8,-4.2012,Denver,,Iowa,,,,
7901,CA-2017-128363,8/13/2017,,8/18/2017,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109,South,TEC-AC-10003709,Technology,Accessories,Bush Somerset Collection Bookcase,1.584,2,0.2,0.4752,Colorado Springs,,Kansas,,,,
5541,US-2017-150595,5/22/2017,,5/26/2017,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10003274,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.592,2,0.8,-2.6268,Quincy,,Montana,,,,
262,US-2017-155299,6/8/2017,,6/12/2017,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,77506,Central,OFF-AP-10002203,Office Supplies,Appliances,Bush Somerset Collection Bookcase,1.624,2,0.8,-4.466,Columbus,,Mississippi,,,,
5343,US-2014-168501,11/21/2014,,11/27/2014,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10001509,Office Supplies,Envelopes,Bush Somerset Collection Bookcase,1.632,1,0.2,0.5508,Sheboygan,,West Virginia,,,,
4246,CA-2017-117702,11/28/2017,,12/4/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,OFF-AR-10004582,Office Supplies,Art,Bush Somerset Collection Bookcase,1.64,1,0,0.738,Hialeah,,South Carolina,,,,
2728,CA-2017-119193,12/22/2017,,12/24/2017,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10000848,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.641,1,0.7,-1.3128,Jupiter,,Missouri,,,,
62,CA-2016-111682,6/17/2016,,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Bush Somerset Collection Bookcase,1.68,1,0,0.84,Edinburg,,Maine,,,,
6819,CA-2017-163860,12/28/2017,,1/1/2018,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003784,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.68,5,0.8,-2.688,Detroit,,District of Columbia,,,,
8766,CA-2015-107083,11/21/2015,,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.696,2,0.8,-2.544,Chico,,New Hampshire,,,,
8980,CA-2015-150413,10/19/2015,,10/24/2015,Second Class,CS-11860,Cari Schnelling,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10000404,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.72,1,0.8,-2.838,Pensacola,,Wyoming,,,,
8926,CA-2016-168032,1/30/2016,,2/3/2016,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,61107,Central,OFF-BI-10000546,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.728,3,0.8,-2.6784,Cuyahoga Falls,,,,,,
8983,CA-2016-110898,3/6/2016,,3/12/2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10004656,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.728,4,0.8,-2.7648,Cranston,,,,,,
1225,CA-2016-126004,12/4/2016,,12/5/2016,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,OFF-BI-10004656,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.728,1,0.2,0.6048,Salem,,,,,,
1069,US-2017-139955,9/28/2017,,9/30/2017,Second Class,CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,78521,Central,OFF-SU-10001935,Office Supplies,Supplies,Bush Somerset Collection Bookcase,1.744,1,0.2,-0.3488,Laredo,,,,,,
8318,CA-2017-130904,4/11/2017,,4/16/2017,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10000422,Office Supplies,Art,Bush Somerset Collection Bookcase,1.752,1,0.2,0.1533,Akron,,,,,,
4006,US-2015-168732,12/10/2015,,12/16/2015,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10003087,Office Supplies,Art,Bush Somerset Collection Bookcase,1.78,1,0,0.4984,Round Rock,,,,,,
8221,CA-2014-120775,10/3/2014,,10/7/2014,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,OFF-BI-10002609,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.788,3,0.8,-3.0396,Skokie,,,,,,
102,CA-2016-158568,8/29/2016,,9/2/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.788,3,0.8,-3.0396,Springfield,,,,,,
3765,CA-2017-125878,2/25/2017,,3/2/2017,Standard Class,MH-18025,Michelle Huthwaite,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002609,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.788,3,0.8,-3.0396,Glendale,,,,,,
7792,CA-2016-108364,12/19/2016,,12/24/2016,Standard Class,BP-11050,Barry Pond,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10002012,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.8,5,0.8,-2.88,Parker,,,,,,
3416,CA-2016-116540,9/2/2016,,9/2/2016,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-FA-10002676,Office Supplies,Fasteners,Bush Somerset Collection Bookcase,1.81,1,0,0.6516,Pompano Beach,,,,,,
5527,CA-2017-166933,4/24/2017,,4/28/2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Santa Barbara,California,93101,West,OFF-FA-10002676,Office Supplies,Fasteners,Bush Somerset Collection Bookcase,1.81,1,0,0.6516,Murfreesboro,,,,,,
4872,CA-2017-164042,5/23/2017,,5/27/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10000840,Office Supplies,Fasteners,Bush Somerset Collection Bookcase,1.824,2,0.2,0.6156,Roseville,,,,,,
8716,CA-2017-121678,11/16/2017,,11/20/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Elyria,Ohio,44035,East,OFF-BI-10002949,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.824,1,0.7,-1.3984,Fargo,,,,,,
5480,CA-2014-101770,3/31/2014,,4/4/2014,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10001097,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.869,1,0.7,-1.3083,Johnson City,,,,,,
7312,CA-2015-162761,10/9/2015,,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10000145,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.872,2,0.7,-1.3104,Carrollton,,,,,,
1202,CA-2016-114727,7/18/2016,,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,OFF-BI-10004967,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.872,3,0.7,-1.4352,Richmond,,,,,,
8184,CA-2017-155642,5/18/2017,,5/22/2017,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,60653,Central,FUR-FU-10001918,Furniture,Furnishings,Bush Somerset Collection Bookcase,1.892,1,0.6,-0.9933,Jackson,,,,,,
6110,CA-2016-150007,9/11/2016,,9/16/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004141,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.908,3,0.8,-3.2436,Louisville,,,,,,
4757,CA-2017-169817,9/21/2017,,9/25/2017,Standard Class,EB-13870,Emily Burns,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10004141,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.908,2,0.7,-1.5264,Cincinnati,,,,,,
4547,CA-2015-126557,7/12/2015,,7/17/2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10003314,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.928,2,0.8,-2.9884,Marion,,,,,,
7718,CA-2015-149636,1/6/2015,,1/12/2015,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10002764,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.938,2,0.7,-1.3566,Daytona Beach,,,,,,
2071,CA-2016-146521,7/21/2016,,7/23/2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.941,1,0.7,-1.294,Tyler,,,,,,
3304,US-2014-159926,11/18/2014,,11/22/2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004656,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.944,3,0.7,-1.4256,Port Saint Lucie,,,,,,
7068,CA-2016-114209,5/21/2016,,5/26/2016,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,75081,Central,OFF-BI-10000343,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.964,2,0.8,-3.2406,Chester,,,,,,
4225,CA-2016-108644,9/30/2016,,10/3/2016,First Class,SJ-20215,Sarah Jordon,Consumer,United States,Quincy,Illinois,62301,Central,OFF-BI-10000343,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.964,2,0.8,-3.2406,Atlanta,,,,,,
9546,CA-2014-166590,10/29/2014,,11/2/2014,Standard Class,NC-18625,Noah Childs,Corporate,United States,Columbus,Indiana,47201,Central,TEC-AC-10003433,Technology,Accessories,Bush Somerset Collection Bookcase,1.98,2,0,0.891,Austin,,,,,,
7991,US-2016-117793,8/23/2016,,8/29/2016,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081,Central,TEC-AC-10003433,Technology,Accessories,Bush Somerset Collection Bookcase,1.98,2,0,0.891,Buffalo,,,,,,
3770,CA-2014-153913,12/16/2014,,12/20/2014,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,33012,South,OFF-FA-10000490,Office Supplies,Fasteners,Bush Somerset Collection Bookcase,1.984,2,0.2,0.6696,Tallahassee,,,,,,
1359,CA-2017-160045,4/26/2017,,4/27/2017,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000010,Furniture,Furnishings,Bush Somerset Collection Bookcase,1.988,1,0.6,-1.4413,Naperville,,,,,,
4188,CA-2017-112536,5/18/2017,,5/23/2017,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,OFF-BI-10002571,Office Supplies,Binders,Bush Somerset Collection Bookcase,1.996,1,0.8,-3.2934,Bristol,,,,,,
1451,US-2015-160150,7/19/2015,,7/20/2015,First Class,TS-21085,Thais Sissman,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004352,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.025,1,0.7,-1.35,Ormond Beach,,,,,,
3334,CA-2017-122595,12/14/2017,,12/20/2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002963,Furniture,Furnishings,Bush Somerset Collection Bookcase,2.032,1,0.6,-1.3208,Franklin,,,,,,
9390,US-2017-127292,1/19/2017,,1/23/2017,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,5408,East,OFF-EN-10001509,Office Supplies,Envelopes,Bush Somerset Collection Bookcase,2.04,1,0,0.9588,Newport News,,,,,,
8444,US-2016-155173,3/6/2016,,3/10/2016,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10002982,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.043,1,0.7,-1.4982,Los Angeles,,,,,,
5441,US-2017-153633,11/13/2017,,11/18/2017,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Jupiter,Florida,33458,South,OFF-AR-10002335,Office Supplies,Art,Bush Somerset Collection Bookcase,2.064,1,0.2,0.1548,Highland Park,,,,,,
6056,CA-2016-113551,8/18/2016,,8/20/2016,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Edinburg,Texas,78539,Central,OFF-BI-10001617,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.068,1,0.8,-3.4122,Rome,,,,,,
5175,CA-2017-106432,10/19/2017,,10/24/2017,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706,Central,OFF-BI-10002799,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.072,2,0.8,-3.5224,Trenton,,,,,,
281,US-2015-161991,9/26/2015,,9/28/2015,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.08,5,0.8,-3.432,Des Plaines,,,,,,
6086,US-2016-132577,11/22/2016,,11/27/2016,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,77095,Central,OFF-LA-10000262,Office Supplies,Labels,Bush Somerset Collection Bookcase,2.088,1,0.2,0.6786,Raleigh,,,,,,
9809,CA-2017-145093,7/21/2017,,7/26/2017,Standard Class,PT-19090,Pete Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10001116,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.112,2,0.8,-3.3792,Lancaster,,,,,,
4436,CA-2016-163398,5/3/2016,,5/8/2016,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10000014,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.182,1,0.8,-3.6003,Woodstock,,,,,,
226,CA-2015-163055,8/9/2015,,8/16/2015,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,Office Supplies,Art,Bush Somerset Collection Bookcase,2.2,1,0,0.968,Long Beach,,,,,,
7178,CA-2017-133067,5/4/2017,,5/10/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10002897,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.202,2,0.7,-1.5414,Homestead,,,,,,
5782,CA-2015-155586,12/12/2015,,12/16/2015,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFF-AR-10001547,Office Supplies,Art,Bush Somerset Collection Bookcase,2.21,1,0,0.5967,Apopka,,,,,,
4879,US-2016-131891,7/29/2016,,7/31/2016,First Class,PW-19240,Pierre Wener,Consumer,United States,Pensacola,Florida,32503,South,OFF-BI-10000201,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.214,3,0.7,-1.476,Sioux Falls,,,,,,
8047,CA-2016-113600,12/15/2016,,12/17/2016,Second Class,SH-20395,Shahid Hopkins,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,OFF-BI-10000201,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.214,3,0.7,-1.476,Lorain,,,,,,
8451,CA-2017-125451,10/23/2017,,10/24/2017,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,OFF-AP-10002906,Office Supplies,Appliances,Bush Somerset Collection Bookcase,2.22,1,0,0.666,Clarksville,,,,,,
7763,CA-2017-156391,9/26/2017,,9/28/2017,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Salem,Oregon,97301,West,OFF-AR-10003251,Office Supplies,Art,Bush Somerset Collection Bookcase,2.224,1,0.2,0.556,La Crosse,,,,,,
4101,US-2017-102288,6/19/2017,,6/23/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10004655,Office Supplies,Appliances,Bush Somerset Collection Bookcase,2.264,1,0.8,-5.2072,San Diego,,,,,,
3308,CA-2014-104738,12/30/2014,,1/1/2015,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,OFF-BI-10002160,Office Supplies,Binders,Bush Somerset Collection Bookcase,2.286,3,0.8,-3.6576,Concord,,,,,,
